rank,frequency,lemma,indonesia
3335,19.5,見つめる,Lihatlah.
3336,19.5,朝日,Matahari terbit
3337,19.5,高級,Ini adalah high-end.
3338,19.5,消す,Matikan.
3339,19.5,辞書,Kamus
3340,19.49,市長,Pak Walikota.
3341,19.49,一種,Semacam itu.
3342,19.48,入門,Perkenalkan
3343,19.48,そういえば,"Omong-omong,"
3344,19.48,キャラクター,Karakter.
3345,19.48,出張,Bisnis
3346,19.48,苦しい,Sakit.
3347,19.47,夕食,Makan malam.
3348,19.45,叩く,Aku akan memukulmu.
3349,19.44,存じる,Aku tahu.
3350,19.43,ダウン,Turun.
3351,19.43,深夜,Ini tengah malam.
3352,19.43,協定,Sebuah kesepakatan.
3353,19.43,癒す,Aku akan menyembuhkanmu.
3354,19.4,買える,Aku bisa membelinya.
3355,19.4,半年,Enam bulan.
3356,19.39,息,Bernapas.
3357,19.39,豊富,Bermegah-megahan
3358,19.37,身近,Tutup
3359,19.37,たく,Aku ingin.
3360,19.37,うつ,Depresi
3361,19.33,物件,Penggalian
3362,19.32,ハード,Hard
3363,19.31,余り,Terlalu banyak.
3364,19.29,着,Memakai.
3365,19.28,優秀,Dia baik.
3366,19.26,加わる,Gabung
3367,19.25,弟,Kakak.
3368,19.25,角,Sudut
3369,19.25,面接,Wawancara
3370,19.24,部隊,Unit.
3371,19.23,マレーシア,MALAYSIA
3372,19.23,すぎ,Terlalu jauh.
3373,19.22,ハワイ,Hawaii
3374,19.22,給与,Pembayaran.
3375,19.2,明,Cahaya
3376,19.19,尽くす,Aku akan melakukannya.
3377,19.18,咲く,Kemakmuran
3378,19.18,発音,Pengucapan
3379,19.17,配布,Meledak
3380,19.16,同意,Aku setuju.
3381,19.16,オススメ,Osswee
3382,19.15,交付,Interferensi
3383,19.15,ありがたい,Terima kasih Tuhan.
3384,19.14,ワ,Wow.
3385,19.14,並べる,Berbaris.
3386,19.14,保有,Pelestarian
3387,19.13,課長,Chief.
3388,19.11,こだわる,Tetaplah seperti itu.
3389,19.11,体系,Sistem
3390,19.09,ユダヤ,YUDEA
3391,19.08,同一,Isolasi
3392,19.07,加藤,Kato.
3393,19.07,官僚,Biro Investigasi.
3394,19.06,列車,Kereta
3395,19.05,茶,Teh.
3396,19.04,朝日新聞,Asahi Evening News
3397,19.04,構想,Sebuah visi.
3398,19.03,陣,Kontestan.
3399,19.03,口座,Akun
3400,19.03,説得,Persuasi
3401,19.01,決議,Resolusi
3402,19.01,地位,Posisi
3403,18.99,完了,Selesai.
3404,18.99,進歩,Kemajuan
3405,18.98,追求,Mengejar
3406,18.98,続き,Pergilah.
3407,18.97,欄,Kolom
3408,18.97,和,K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K K
3409,18.97,カ月,Bulan
3410,18.97,乗せる,Aku sedang di atasnya.
3411,18.94,燃料,Bahan bakar.
3412,18.94,あわせる,Aku akan mengurusnya.
3413,18.94,ご存知,Kau tahu.
3414,18.93,壊れる,Aku akan memecahkannya.
3415,18.93,排除,Tak Sertakan
3416,18.93,ポスト,Post
3417,18.93,解除,Nonaktifkan
3418,18.92,Ｑ,Q
3419,18.92,好み,Rasa
3420,18.92,加入,Masuklah.
3421,18.92,側面,Samping
3422,18.92,開設,Buka.
3423,18.91,辞める,Aku berhenti.
3424,18.9,在庫,Saham.
3425,18.88,とらえる,Aku akan mendapatkannya.
3426,18.88,離婚,Perceraian
3427,18.87,回収,Pulih.
3428,18.87,っけ,Aku tidak.
3429,18.87,生む,Ini lahir.
3430,18.86,ドライブ,Jalan.
3431,18.86,あちこち,Di mana-mana.
3432,18.85,鏡,Cermin
3433,18.84,当該,Itu saja.
3434,18.84,移転,Pindah
3435,18.83,全般,Umum
3436,18.83,ウイルス,Virusnya.
3437,18.82,全面,Penuh
3438,18.81,非難,Tuduhan
3439,18.81,修理,Tetap
3440,18.79,集合,Congregate.
3441,18.78,誘う,Aku akan mengajaknya kencan.
3442,18.75,音声,Audio
3443,18.75,視,Mata.
3444,18.75,施行,JELAS
3445,18.75,増す,Meningkatkan
3446,18.73,共に,Bersama.
3447,18.72,効く,Ia bekerja.
3448,18.72,カウンター,Counter
3449,18.71,文明,"(Untuk keterangan lengkap, lihat publikasinya)"
3450,18.7,流行,"FadsCity in Texas, United States"
3451,18.69,ジャパン,Jepang.
3452,18.68,不良,Dasar nakal.
3453,18.68,美術,Art
3454,18.68,三つ,Tiga.
3455,18.67,名誉,Kehormatan.
3456,18.67,田,Ta.
3457,18.67,変動,Variasi
3458,18.67,都道府県,FILIPIA
3459,18.67,ちょっとした,Sedikit.
3460,18.67,逆に,Sebaliknya.
3461,18.66,ケーキ,Kuenya.
3462,18.65,受講,Ambil
3463,18.65,商店,Toko.
3464,18.63,伝説,Legenda.
3465,18.61,言,It's ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ...
3466,18.6,堂,Gedungnya.
3467,18.59,輝く,Bersinar
3468,18.58,マイクロソフト,Microsoft
3469,18.56,再開,Dibangkitkan
3470,18.56,休憩,Istirahat
3471,18.56,握る,Tunggu.
3472,18.56,松本,Matsumoto
3473,18.55,階級,Kelas
3474,18.55,公的,Publik
3475,18.54,江戸,Edo.
3476,18.54,キャリア,Karier
3477,18.54,転職,Ganti Tugas
3478,18.52,ライト,Lampu.
3479,18.52,先進,Tingkat lanjut
3480,18.51,遺伝子,KEJADIAN
3481,18.51,農家,Petani
3482,18.5,総務,Jenderal.
3483,18.49,雲,Awan
3484,18.48,税込,Pajak
3485,18.48,油,Minyak
3486,18.48,アプローチ,Pendekatan
3487,18.48,濃い,Gelap
3488,18.48,ないし,Tidak.
3489,18.48,あくまでも,Aku tidak bisa menahannya.
3490,18.47,当てる,"Ayo, ayo."
3491,18.47,ワールド,Dunia.
3492,18.47,お父さん,Ayah.
3493,18.45,小林,Kunihito
3494,18.43,デビュー,Pratilik
3495,18.43,紛争,Konfliknya
3496,18.43,ステップ,Langkah
3497,18.42,決意,Tekad
3498,18.41,オン,Nyala
3499,18.41,一杯,Satu minuman.
3500,18.4,移民,Emigrasi
3501,18.4,ロード,Muat
3502,18.4,プロフィール,Profil
3503,18.4,ローマ,Roma
3504,18.39,毎週,Setiap Minggu
3505,18.39,ダンス,Menari.
3506,18.36,伊藤,Ito.
3507,18.35,階段,Tangga
3508,18.35,損,Kehilangan
3509,18.35,施策,Sudah selesai.
3510,18.34,被,Cedera
3511,18.34,男子,Pria.
3512,18.34,渋谷,Shibuya.
3513,18.34,育児,Membesarkan Anak
3514,18.33,学部,Departemen Pendidikan.
3515,18.33,ボク,Aku.
3516,18.33,懸念,Keprihatinan
3517,18.32,買収,Pembelian
3518,18.31,不幸,Sayang sekali.
3519,18.3,知恵,HIKMAT
3520,18.3,沿う,Tidak apa-apa.
3521,18.3,冷たい,Dingin.
3522,18.29,快適,Aku merasa nyaman.
3523,18.28,柱,Kolom
3524,18.28,ファッション,Fashion.
3525,18.28,パパ,Ayah.
3526,18.27,苦しむ,Penderitaan.
3527,18.26,軸,Kapak
3528,18.26,畑,Hatake.
3529,18.25,行事,Kejadian
3530,18.24,金曜日,Jumat.
3531,18.24,うーん,Hmm.
3532,18.23,サイン,Tandatangani
3533,18.23,考察,Pertimbangkan
3534,18.21,リズム,Ritme
3535,18.2,成り立つ,Aku akan melakukannya.
3536,18.19,ドメイン,Domain
3537,18.18,体調,Aku baik-baik saja.
3538,18.17,手数料,Aku akan memberimu komisi.
3539,18.16,例外,Pengecualian
3540,18.16,兵器,Senjata
3541,18.15,眼,Mata
3542,18.15,解る,Aku tahu.
3543,18.14,中止,Batal
3544,18.14,債権,Utang
3545,18.13,主婦,"Ya, Bu."
3546,18.13,証,Saksi.
3547,18.12,賠償,Tanggung Jawab
3548,18.11,融資,Tanggung Jawab
3549,18.11,カップ,Cangkir
3550,18.1,奥さん,Bu.
3551,18.09,暖かい,Ini hangat.
3552,18.09,しょ,"Oh, Tuhan."
3553,18.08,理念,Imajinasi
3554,18.08,発射,Api.
3555,18.08,‐,- Ya.
3556,18.07,公正,KEADILAN
3557,18.07,マネジメント,Manuver
3558,18.07,取り入れる,Aku akan mengambilnya.
3559,18.07,給料,Gajimu.
3560,18.05,マイル,Milunit-format
3561,18.05,言い方,Ini adalah cara Anda mengatakannya.
3562,18.05,繋がる,Ini terhubung.
3563,18.05,ほんと,Sungguh.
3564,18.03,前日,Sehari sebelumnya.
3565,18.03,洗濯,Mencuci
3566,18.02,暇,Aku bebas.
3567,18.0,すねる,Maafkan aku.
3568,17.99,アイテム,Butir
3569,17.99,疑う,Aku meragukannya.
3570,17.98,商売,Bisnis
3571,17.98,グローバル,Global
3572,17.96,恐らく,Mungkin.
3573,17.96,科目,Subjek
3574,17.96,連,"Hei, teman-teman."
3575,17.96,短期,Jangka pendek
3576,17.95,特性,Karakteristik
3577,17.95,復帰,RESURREKSI
3578,17.94,付近,Luas
3579,17.93,廃棄,Ledakan
3580,17.92,門,Gerbang
3581,17.92,素人,Aku amatir.
3582,17.91,犯人,Pembunuh.
3583,17.9,盤,Papan
3584,17.9,北京,Beijing
3585,17.9,永遠,Selamanya.
3586,17.89,まち,Hei.
3587,17.88,ブーム,Boom.
3588,17.88,念,HADIRIN
3589,17.88,尊重,Menghormati.
3590,17.87,古代,ANCIENT
3591,17.87,ブルー,Biru.
3592,17.87,帝国,Kekaisaran
3593,17.86,冒頭,Memperkenalkan
3594,17.83,マスター,Guru.
3595,17.82,郵政,Layanan Pos
3596,17.82,体重,Berat
3597,17.8,随分,Sangat.
3598,17.79,本件,Ada apa?
3599,17.78,有,- Ya.
3600,17.78,通貨,Mata Uang
3601,17.77,木村,Kimura
3602,17.75,動画,Video
3603,17.74,バブル,Gelembung.
3604,17.73,龍,Naga
3605,17.72,ルート,Akar
3606,17.71,上海,Shanghai
3607,17.68,財,FUTURES
3608,17.68,人工,Dibuat oleh manusia
3609,17.67,気温,Temperatur
3610,17.67,適正,Benar.
3611,17.66,記す,Aku akan menuliskannya.
3612,17.66,─,Maafkan aku.
3613,17.65,新潟,Nungga
3614,17.64,エン,En
3615,17.63,ばる,Piss
3616,17.62,抗議,Proselytisme.
3617,17.62,パフォーマンス,Kinerja
3618,17.61,広場,Kotak
3619,17.61,台風,Topan.
3620,17.59,徐々に,Sedikit demi sedikit.
3621,17.58,受付,Resep
3622,17.58,祭り,TETAP
3623,17.57,苦笑,Itu senyuman.
3624,17.55,ショッピング,Mengutil
3625,17.54,ダム,Bendungan
3626,17.54,生涯,Seluruh hidupku.
3627,17.53,しま,Sepatu.
3628,17.53,妙,Aneh.
3629,17.53,自覚,Sensitivitas.
3630,17.53,寄る,Masuklah.
3631,17.51,比率,Rasio
3632,17.5,拉致,Diculik.
3633,17.49,上映,Tampilkan
3634,17.49,しゃべる,Bicaralah
3635,17.47,ジャズ,Ini jazz.
3636,17.47,仏,Buddha
3637,17.46,飾る,Adornment
3638,17.45,再度,Lagi.
3639,17.42,観測,Observasi
3640,17.42,誤る,Kau salah.
3641,17.41,ミニ,Mini
3642,17.41,兄,Kakak.
3643,17.41,純粋,Murni
3644,17.4,拍手,Terima kasih.
3645,17.39,要件,REQUIREMEN
3646,17.39,赤ちゃん,Sayang.
3647,17.39,札幌,WHTUUA
3648,17.39,どころ,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
3649,17.36,数値,Nomor
3650,17.36,基,Bass
3651,17.35,鼻,Hidung
3652,17.35,保守,Konservatif
3653,17.35,どおり,Benar.
3654,17.35,欠く,Itu tidak perlu.
3655,17.34,ヨ,Yo.
3656,17.34,おもう,"Oh, Tuhan."
3657,17.33,覚悟,Siap.
3658,17.32,にわたって,Sepanjang waktu.
3659,17.3,生き方,Jalan Hidup
3660,17.29,務める,Aku di sini.
3661,17.29,お腹,Aku lapar.
3662,17.29,財源,Sumberdaya
3663,17.28,吉田,Yoshida.
3664,17.28,たまる,Hampir.
3665,17.28,オーナー,Pemiliknya.
3666,17.25,駄目,Tidak.
3667,17.25,そ,Ya.
3668,17.23,経緯,Bagaimana?
3669,17.23,支出,Pengeluaran
3670,17.23,后,Ratuku.
3671,17.22,やさしい,Tenang.
3672,17.22,倒れる,Turun.
3673,17.22,疲れ,Aku lelah.
3674,17.21,まさか,Kurasa tidak.
3675,17.2,鬼,Iblis.
3676,17.2,べ,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey."
3677,17.19,Ｄ,D
3678,17.19,さえる,Pasti.
3679,17.19,対話,Komunikasi
3680,17.19,ジャ,J-J-J-J-J.
3681,17.18,入り口,Pintu masuk.
3682,17.17,吸う,Aku merokok.
3683,17.17,Ｔ,T.
3684,17.16,長年,Selama bertahun-tahun.
3685,17.15,毎回,Setiap kali.
3686,17.15,返信,Balas
3687,17.15,会談,Rapat
3688,17.15,ソニー,Sonny.
3689,17.15,信号,Sinyal
3690,17.14,借金,Utang
3691,17.14,監査,Audit
3692,17.12,タバコ,Tembakau.
3693,17.12,溢れる,Kewalahan
3694,17.11,選択肢,Pilihan
3695,17.11,囲む,Nyaman
3696,17.11,広報,Publisitas
3697,17.1,ティー,T.
3698,17.1,エントリー,Entri
3699,17.1,付き合う,Aku akan keluar denganmu.
3700,17.09,−−,-
3701,17.09,過剰,Terlalu banyak.
3702,17.09,おめでとう,Selamat.
3703,17.08,谷,Gu.
3704,17.08,極端,Ekstremisme
3705,17.08,商業,PICTURES
3706,17.07,イラン,Iran
3707,17.07,気味,Ini aneh.
3708,17.07,たっぷり,Banyak.
3709,17.07,大半,Sebagian besar.
3710,17.06,社内,Di kantor.
3711,17.05,旦那,Pak.
3712,17.04,調達,Aku akan mendapatkannya.
3713,17.04,辞典,Kamus
3714,17.02,担う,Aku akan mengurusnya.
3715,17.01,正義,Keadilan.
3716,17.0,ペット,Hewan Peliharaan
3717,16.99,完璧,Sempurna.
3718,16.99,世帯,Family
3719,16.98,襲う,Serang.
3720,16.98,そうそう,"Oh, yeah."
3721,16.98,審判,HAKIM
3722,16.97,くらう,Itu saja.
3723,16.97,大戦,PERANG
3724,16.97,間違える,Kau salah.
3725,16.96,教材,Mengajar
3726,16.95,阪神,Aku dewa.
3727,16.95,後に,Nanti.
3728,16.94,上る,"Up, up, up, up, up, up, up, up, up, up, up, up, up, up, up, up"
3729,16.94,外務省,Kementerian Luar Negeri.
3730,16.94,スキー,Bermain ski
3731,16.92,ヒト,Manusia
3732,16.91,たん,Powder
3733,16.9,制定,Kebaktian
3734,16.9,才能,Jenius.
3735,16.88,発明,Penemuan
3736,16.87,そのうち,Cepat atau lambat.
3737,16.87,あふれる,Ada banyak.
3738,16.86,ノー,Tidak.
3739,16.86,幸福,KEBAHAGIAAN
3740,16.86,通知,Pemberitahuan
3741,16.85,汚染,Polusi
3742,16.84,クリア,Aman.
3743,16.84,体力,Kekuatan
3744,16.83,見直す,Aku akan melihatnya.
3745,16.82,邪魔,Minggir.
3746,16.81,冷静,Tenang.
3747,16.81,込む,Masuk.
3748,16.81,血液,Darah
3749,16.8,サラリーマン,Salalyman.
3750,16.79,地上,Bumi
3751,16.78,まわり,Lihat sekelilingmu.
3752,16.78,Ｆ,F
3753,16.76,通勤,Aku sedang bekerja.
3754,16.76,反論,Kontras
3755,16.75,キャンプ,Kamp
3756,16.75,あり,Ya.
3757,16.73,青い,Biru.
3758,16.73,味わう,Rasakan.
3759,16.71,コンビニ,Sebuah toko.
3760,16.71,幅広い,Perluas
3761,16.71,オリンピック,Olimpiade.
3762,16.7,正常,Normal
3763,16.7,人格,PRIBADI
3764,16.69,独特,Unik.
3765,16.69,意欲,Motivasi
3766,16.68,パーティ,Pesta
3767,16.67,開放,Lepaskan.
3768,16.67,ＴＶ,TV
3769,16.67,中国人,Cina.
3770,16.66,面積,Luas
3771,16.66,熱心,Antusias.
3772,16.66,さす,Itu benar.
3773,16.64,だらけ,Penuh dengan mereka.
3774,16.63,オプション,Opsi
3775,16.62,サーバ,Server
3776,16.62,原子力,Nuklir
3777,16.62,分離,Pemisahan
3778,16.62,段,Langkah
3779,16.62,呼吸,Bernapas.
3780,16.61,日程,Tanggal
3781,16.61,移す,Pindah
3782,16.61,最悪,"Oh, Tuhan."
3783,16.6,友,Seorang teman.
3784,16.6,さあ,Ayo.
3785,16.58,演技,Kinerja
3786,16.58,ポール,Paul.
3787,16.57,好む,Aku menyukainya.
3788,16.56,積む,Di atasnya.
3789,16.55,放置,Aku akan meninggalkanmu sendirian.
3790,16.55,我,Aku.
3791,16.54,やっぱ,Itu benar.
3792,16.54,イヤ,Tidak.
3793,16.53,すね,Mm-hmm.
3794,16.53,保健,Kesehatan
3795,16.52,そりゃ,"Oh, Tuhan."
3796,16.52,改良,Peningkatan
3797,16.52,執筆,Menulis
3798,16.52,っす,Mm-hmm.
3799,16.51,集会,PERTEMUAN
3800,16.5,なんとも,"Oh, Tuhan."
3801,16.5,店員,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey."
3802,16.49,気軽,Tenang.
3803,16.49,つらい,Sulit.
3804,16.49,毎月,Setiap bulan.
3805,16.49,男の子,Anak laki-laki.
3806,16.49,分かれる,Kita berpencar.
3807,16.48,開示,Buka
3808,16.48,頂ける,Aku akan mendapatkannya.
3809,16.48,アクション,Aksi
3810,16.47,診療,Klinik
3811,16.47,たしかに,Itu benar.
3812,16.46,有する,Aku punya itu.
3813,16.46,悪化,Lebih buruk.
3814,16.45,両者,Kalian berdua.
3815,16.45,フィルム,Film
3816,16.45,見れる,Aku bisa melihatnya.
3817,16.45,拡張,Ekstensi
3818,16.45,ピン,Ping.
3819,16.45,みな,Kalian semua.
3820,16.45,在住,Aku tetap di sini.
3821,16.44,幼稚園,Ini taman kanak-kanak.
3822,16.44,選,Pilih
3823,16.44,目次,Daftar Isi
3824,16.43,済み,Oke.
3825,16.43,出せる,Aku bisa melakukannya.
3826,16.43,看板,Tandanya.
3827,16.41,仏教,Buddhisme
3828,16.41,引退,Pensiun
3829,16.41,セックス,Seks.
3830,16.41,名称,Nama
3831,16.4,上位,Puncak
3832,16.4,姉,Adikku.
3833,16.39,路,Jalan
3834,16.39,無線,Radio.
3835,16.39,近年,"Pada tahun-tahun belakangan ini,"
3836,16.36,山田,Yamada.
3837,16.35,幾つ,Berapa banyak?
3838,16.34,文献,Sumber
3839,16.33,空く,Kosong.
3840,16.32,引き続き,Lanjutkan.
3841,16.31,不要,Tidak perlu.
3842,16.3,果たして,Aku akan melakukannya.
3843,16.28,就任,Anda berada di kantor.
3844,16.28,こむ,Ayo masuk.
3845,16.28,椅子,Sebuah kursi.
3846,16.28,かえる,Ini bagus.
3847,16.27,いつか,Suatu hari.
3848,16.27,ゆえ,Itu sebabnya aku di sini.
3849,16.27,上回る,Ganti.
3850,16.26,Ｈ,H
3851,16.26,有利,Keuntungan
3852,16.25,出現,Muncul
3853,16.25,おじさん,Paman.
3854,16.25,感心,Aku terkesan.
3855,16.24,連中,"Hei, teman-teman."
3856,16.23,庁,The Agency.
3857,16.22,心から,Dengan segenap hatiku.
3858,16.22,いたる,Ini dia.
3859,16.22,魔法,Sihir.
3860,16.2,網,Net
3861,16.2,出産,Melahirkan
3862,16.19,家具,Furniture
3863,16.19,課税,Pajak
3864,16.18,関東,Kanto
3865,16.18,こなす,Lakukan.
3866,16.17,しよう,Mari kita lakukan.
3867,16.16,中田,Nakata.
3868,16.15,Ｗ杯,Ini adalah W.
3869,16.15,イスラム,Islam
3870,16.14,業績,Bahan Peledak
3871,16.14,スイス,Swiss
3872,16.14,車両,Kendaraan
3873,16.1,不可欠,Vital
3874,16.1,関与,Aku terlibat.
3875,16.09,月曜日,Senin
3876,16.09,神奈川,Kanagawa.
3877,16.08,得,"- Dapatkan, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya, mendapatkannya"
3878,16.07,プレイヤー,Pemutar
3879,16.07,中学生,SMP.
3880,16.06,筋肉,MUSIK
3881,16.06,アパート,Apartemen
3882,16.05,サイ,Cyclopædia
3883,16.05,踏む,Langkah
3884,16.05,西洋,Barat
3885,16.03,傷,Lukanya.
3886,16.03,外す,Lepaskan.
3887,16.02,まして,Aku tidak tahu.
3888,16.02,九州,Kyushu
3889,16.02,霊,Roh
3890,16.02,同時,Juga
3891,16.02,及ぼす,Aku akan melakukannya.
3892,16.0,スタジオ,Studio.
3893,16.0,思わず,Aku tidak bisa menahannya.
3894,16.0,真面目,Aku serius.
3895,16.0,諦める,Aku menyerah.
3896,16.0,じゃん,Itu benar.
3897,16.0,ブロック,Blok
3898,16.0,学科,Departemen Sains.
3899,15.97,衛生,Higiene
3900,15.96,渡辺,Sisi lain.
3901,15.95,中学校,SMP.
3902,15.94,大勢,Banyak.
3903,15.93,ゲスト,Seorang tamu.
3904,15.92,まとも,Kau benar.
3905,15.92,債務,Utang
3906,15.91,断る,Tidak.
3907,15.91,同僚,Seorang kolega.
3908,15.9,持てる,Aku mengerti.
3909,15.89,コム,Com
3910,15.88,包む,Tutup
3911,15.86,バラ,Mawar
3912,15.86,愛情,Cinta.
3913,15.84,洗う,Mencuci
3914,15.84,余計,Aku tidak mau lagi.
3915,15.83,エピソード,"Hei, episode."
3916,15.83,起動,Startup
3917,15.82,一見,Pada pandangan pertama.
3918,15.82,ワタ,Wata.
3919,15.81,配る,Aku akan membagikannya.
3920,15.81,つかむ,Aku akan mendapatkannya.
3921,15.8,電源,Daya
3922,15.8,ひたすら,"Baiklah, baiklah, baiklah, baiklah, baiklah, baiklah, baiklah."
3923,15.8,覗く,Aku akan mengintip.
3924,15.8,日銀,Sigil
3925,15.79,疑い,Keraguan.
3926,15.78,少数,Minority
3927,15.78,プレ,Pre
3928,15.78,署名,Tandatangani
3929,15.77,アリ,Ali.
3930,15.77,回避,Evakuasi
3931,15.76,知り合い,Aku kenal dia.
3932,15.76,金持ち,Kaya.
3933,15.75,弁当,Makan siang.
3934,15.74,センス,Sensitivitas
3935,15.74,ペース,Kecepatan
3936,15.74,格好,"Ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo."
3937,15.74,興奮,Kesenangan.
3938,15.73,平等,Kesetaraan
3939,15.71,欠ける,Hilang
3940,15.71,パスワード,Sandi
3941,15.71,ベンチャー,[Hugo Barra]: Thank you.
3942,15.7,ほんとに,Sungguh.
3943,15.7,決断,Keputusan
3944,15.7,対抗,Kompetitif
3945,15.69,球,Lingkaran
3946,15.69,行使,JELAS
3947,15.68,抑制,Penekanan
3948,15.68,インドネシア,INDONESIA
3949,15.67,該当,Itu kesepakatannya.
3950,15.67,一連,Baris
3951,15.67,認知,Sensitivitas.
3952,15.65,衛星,Satelit
3953,15.64,要,Aku tidak tahu.
3954,15.64,登る,Panjat.
3955,15.63,努める,Akan kucoba.
3956,15.63,証人,Saksi...
3957,15.61,今や,Sekarang.
3958,15.61,虫,Serangga.
3959,15.6,チャレンジ,Tantangan
3960,15.6,テープ,Tape
3961,15.6,夏休み,Liburan musim panas.
3962,15.6,通過,Pass
3963,15.59,他者,Yang lain.
3964,15.59,平,Normal
3965,15.59,現金,Tunai.
3966,15.58,通う,Aku segera ke sana.
3967,15.58,エッセイ,Esseny.
3968,15.58,経由,Ngomong-ngomong.
3969,15.58,パーティー,Pesta itu.
3970,15.58,レイ,Ray.
3971,15.57,勝ち,Kita menang.
3972,15.57,透明,Transparansi
3973,15.56,映る,Aku melihatnya.
3974,15.56,支部,Cabang
3975,15.54,脅威,Ancaman.
3976,15.54,つた,Powder
3977,15.52,にゃ,"Oh, sial."
3978,15.52,デスク,Desktop
3979,15.52,自社,Perusahaanku.
3980,15.52,一層,Lagi.
3981,15.52,児,Anak
3982,15.51,親子,Parenthood
3983,15.5,期限,Depresiasi
3984,15.5,新鮮,Masih segar.
3985,15.5,農民,Petani.
3986,15.49,違和感,Aku merasa tidak benar.
3987,15.48,引っ張る,Tarik.
3988,15.48,輪,Lingkaran
3989,15.47,やる気,Motivasi.
3990,15.47,警告,Peringatan
3991,15.47,鉄,Besi
3992,15.46,宿,Inns.
3993,15.45,ぶる,Aku akan melakukannya.
3994,15.45,応える,Itulah yang saya bicarakan.
3995,15.45,地下鉄,Subway
3996,15.44,世論,Publisitas
3997,15.44,通訳,Interpretasi
3998,15.42,意,Hmm.
3999,15.4,放つ,Aku akan melakukannya.
4000,15.38,パッケージ,Paket
4001,15.38,指数,Eksponen
4002,15.38,野,Ruas
4003,15.35,ひく,Tarik.
4004,15.35,机,Tabel
4005,15.34,了承,"Ya, Pak."
4006,15.34,お待ち,Tunggu.
4007,15.34,吸収,Penyerapan
4008,15.34,以後,Dari
4009,15.33,はかる,Aku sedang di atasnya.
4010,15.33,柄,Sebuah pegangan.
