rank,frequency,lemma,indonesia,lemma_length,kanji_ratio,cluster,kanji_category
2683,25.68,各国,Bangsa - Bangsa,2,1.0,0,Kanji
2684,25.68,重ねる,Maafkan aku.,3,0.3333333333333333,0,Kanji
2685,25.64,かねる,Ini akan berhasil.,3,0.0,1,Non-Kanji
2686,25.62,ワールドカップ,Piala Dunia.,7,0.0,1,Non-Kanji
2687,25.62,会見,PERTEMUAN,2,1.0,0,Kanji
2688,25.61,定期,Reguler,2,1.0,0,Kanji
2689,25.57,市内,Kota,2,1.0,0,Kanji
2690,25.57,混乱,Kebingungan,2,1.0,0,Kanji
2691,25.51,医者,Dokter.,2,1.0,0,Kanji
2692,25.51,自殺,Bunuh Diri,2,1.0,0,Kanji
2693,25.47,都合,Kontemplat,2,1.0,0,Kanji
2694,25.46,幸い,"Yah, aku senang untuk Anda.",2,0.5,0,Kanji
2695,25.45,検証,Verifikasi,2,1.0,0,Kanji
2696,25.44,概要,Ringkasan,2,1.0,0,Kanji
2697,25.44,温泉,sumber air panas,2,1.0,0,Kanji
2698,25.43,ジョン,John.,3,0.0,1,Non-Kanji
2699,25.43,参る,"Oh, Tuhan.",2,0.5,0,Kanji
2700,25.42,神様,"Oh, Tuhan.",2,1.0,0,Kanji
2701,25.4,漢字,Karakter Cina,2,1.0,0,Kanji
2702,25.38,ごく,Sangat.,2,0.0,0,Non-Kanji
2703,25.38,踏まえる,Aku bisa berjalan.,4,0.25,1,Kanji
2704,25.38,役に立つ,Ini berguna.,4,0.5,1,Kanji
2705,25.38,杯,Secangkir.,1,1.0,0,Kanji
2706,25.37,レース,Ras,3,0.0,1,Non-Kanji
2707,25.37,ご飯,Makan malam.,2,0.5,0,Kanji
2708,25.36,さっき,Baru saja.,3,0.0,1,Non-Kanji
2709,25.36,賛成,Aku setuju.,2,1.0,0,Kanji
2710,25.32,緑,Hijau,1,1.0,0,Kanji
2711,25.3,迷う,Aku tersesat.,2,0.5,0,Kanji
2712,25.29,民主党,Partai Demokrat.,3,1.0,0,Kanji
2713,25.28,欧州,EROPA,2,1.0,0,Kanji
2714,25.27,帰宅,Pulanglah.,2,1.0,0,Kanji
2715,25.25,城,Kastil,1,1.0,0,Kanji
2716,25.25,シーズン,Seasons,4,0.0,1,Non-Kanji
2717,25.25,筋,MUKJIZAT,1,1.0,0,Kanji
2718,25.23,たとえ,Bahkan jika.,3,0.0,1,Non-Kanji
2719,25.23,天皇,Kaisar.,2,1.0,0,Kanji
2720,25.21,前半,A.D.H.,2,1.0,0,Kanji
2721,25.18,ともかく,Aku tidak tahu.,4,0.0,1,Non-Kanji
2722,25.18,重大,THE SAKRIFICE,2,1.0,0,Kanji
2723,25.17,流,Rutin,1,1.0,0,Kanji
2724,25.12,ゴルフ,Golf,3,0.0,1,Non-Kanji
2725,25.1,ユーザ,Pengguna,3,0.0,1,Non-Kanji
2726,25.1,題,Judul,1,1.0,0,Kanji
2727,25.09,録音,Rekam,2,1.0,0,Kanji
2728,25.09,運,Keberuntungan,1,1.0,0,Kanji
2729,25.04,必須,Diperlukan,2,1.0,0,Kanji
2730,25.03,林,Hutan,1,1.0,0,Kanji
2731,25.02,不満,Ketidakpuasan,2,1.0,0,Kanji
2732,25.02,可愛い,Dia manis.,3,0.6666666666666666,0,Kanji
2733,25.02,流通,Mari kita lihat cara kerjanya.,2,1.0,0,Kanji
2734,25.0,我が家,Rumah.,3,0.6666666666666666,0,Kanji
2735,24.99,扱い,Mengobati,2,0.5,0,Kanji
2736,24.97,重,Berat,1,1.0,0,Kanji
2737,24.96,原理,Prinsip,2,1.0,0,Kanji
2738,24.95,比,Rasio,1,1.0,0,Kanji
2739,24.94,嘘,Kau bohong.,1,1.0,0,Kanji
2740,24.94,多,Multiplicit,1,1.0,0,Kanji
2741,24.94,株価,Harga Stok,2,1.0,0,Kanji
2742,24.91,想定,Aku berasumsi.,2,1.0,0,Kanji
2743,24.88,手続き,Prosedur,3,0.6666666666666666,0,Kanji
2744,24.84,要請,Permintaan,2,1.0,0,Kanji
2745,24.83,楽器,Instrumen Musikal,2,1.0,0,Kanji
2746,24.82,詩,Puisi,1,1.0,0,Kanji
2747,24.81,村上,Desa,2,1.0,0,Kanji
2748,24.8,容易,Mudah,2,1.0,0,Kanji
2749,24.79,廃止,Tekad,2,1.0,0,Kanji
2750,24.76,魂,Soul,1,1.0,0,Kanji
2751,24.76,綺麗,Indah sekali.,2,1.0,0,Kanji
2752,24.75,イスラエル,ISRAEL,5,0.0,1,Non-Kanji
2753,24.74,今月,Bulan ini,2,1.0,0,Kanji
2754,24.72,亡くなる,Dia sudah mati.,4,0.25,1,Kanji
2755,24.72,興味深い,Menarik.,4,0.75,0,Kanji
2756,24.71,滞在,Tinggal,2,1.0,0,Kanji
2757,24.7,いったい,Apa-apaan ini?,4,0.0,1,Non-Kanji
2758,24.7,上手い,Itu bagus.,3,0.6666666666666666,0,Kanji
2759,24.7,各地,Kemanapun kau pergi.,2,1.0,0,Kanji
2760,24.69,従業,Kantor,2,1.0,0,Kanji
2761,24.68,伸びる,Perkecil,3,0.3333333333333333,0,Kanji
2762,24.65,読書,Membaca,2,1.0,0,Kanji
2763,24.65,確定,Aku yakin itu.,2,1.0,0,Kanji
2764,24.62,合計,Total,2,1.0,0,Kanji
2765,24.61,浮かぶ,Aku akan mengapung.,3,0.3333333333333333,0,Kanji
2766,24.59,ヒット,Hit,3,0.0,1,Non-Kanji
2767,24.59,ＨＰ,HP,2,0.0,0,Non-Kanji
2768,24.59,モード,Mode,3,0.0,1,Non-Kanji
2769,24.59,しょう,"Oh, Tuhan.",3,0.0,1,Non-Kanji
2770,24.58,タクシー,Taksi.,4,0.0,1,Non-Kanji
2771,24.55,発信,Transmisi,2,1.0,0,Kanji
2772,24.52,済む,Itu saja.,2,0.5,0,Kanji
2773,24.51,振り返る,Berbalik.,4,0.5,1,Kanji
2774,24.48,執行,CONTOHASIL,2,1.0,0,Kanji
2775,24.48,連載,Ini seri.,2,1.0,0,Kanji
2776,24.47,香り,Bau,2,0.5,0,Kanji
2777,24.45,フル,Penuh,2,0.0,0,Non-Kanji
2778,24.43,恐怖,Ketakutan.,2,1.0,0,Kanji
2779,24.43,思い出,Ini adalah memori.,3,0.6666666666666666,0,Kanji
2780,24.43,日経,Kenaikan,2,1.0,0,Kanji
2781,24.43,主人,Guru.,2,1.0,0,Kanji
2782,24.41,一瞬,Sebentar saja.,2,1.0,0,Kanji
2783,24.41,老人,Orang tua.,2,1.0,0,Kanji
2784,24.4,頁,Halaman,1,1.0,0,Kanji
2785,24.4,薄い,Cahaya,2,0.5,0,Kanji
2786,24.39,当日,Harinya.,2,1.0,0,Kanji
2787,24.38,早速,Sekarang.,2,1.0,0,Kanji
2788,24.38,備える,Aku siap.,3,0.3333333333333333,0,Kanji
2789,24.36,関西,Kansai,2,1.0,0,Kanji
2790,24.33,赤い,Merah,2,0.5,0,Kanji
2791,24.33,神戸,Kobe,2,1.0,0,Kanji
2792,24.31,時計,Jam,2,1.0,0,Kanji
2793,24.26,割合,Rasio,2,1.0,0,Kanji
2794,24.25,正式,Ini resmi.,2,1.0,0,Kanji
2795,24.24,はいる,Ya.,3,0.0,1,Non-Kanji
2796,24.23,カラー,Warna,3,0.0,1,Non-Kanji
2797,24.23,出場,Penyusup,2,1.0,0,Kanji
2798,24.22,残り,Tersisa,2,0.5,0,Kanji
2799,24.19,まくる,Aku akan melakukannya.,3,0.0,1,Non-Kanji
2800,24.18,徹底,Sepanjang perjalanan.,2,1.0,0,Kanji
2801,24.17,穴,Sebuah lubang.,1,1.0,0,Kanji
2802,24.17,収録,Rekam,2,1.0,0,Kanji
2803,24.16,板,Papan,1,1.0,0,Kanji
2804,24.15,退職,Pensiun,2,1.0,0,Kanji
2805,24.13,寄せる,Aku masuk.,3,0.3333333333333333,0,Kanji
2806,24.13,張る,Kencangkan,2,0.5,0,Kanji
2807,24.12,入学,Pendaftaran,2,1.0,0,Kanji
2808,24.12,週末,Akhir pekan.,2,1.0,0,Kanji
2809,24.12,殺人,Pembunuhan.,2,1.0,0,Kanji
2810,24.12,代理,Deputi.,2,1.0,0,Kanji
2811,24.1,演出,Presentasi,2,1.0,0,Kanji
2812,24.1,かる,Sudah dimulai.,2,0.0,0,Non-Kanji
2813,24.09,掃除,Membersihkan,2,1.0,0,Kanji
2814,24.08,葉,Daun,1,1.0,0,Kanji
2815,24.08,ショー,Shaw.,3,0.0,1,Non-Kanji
2816,24.06,公表,Publikasi,2,1.0,0,Kanji
2817,24.05,インストール,Pasang,6,0.0,1,Non-Kanji
2818,24.02,育成,Membibit,2,1.0,0,Kanji
2819,24.02,Ｋ,K,1,0.0,0,Non-Kanji
2820,24.02,実績,Bahan Peledak,2,1.0,0,Kanji
2821,24.02,だけど,Tapi...,3,0.0,1,Non-Kanji
2822,24.01,伺い,Aku di sini.,2,0.5,0,Kanji
2823,24.0,昼,Hari,1,1.0,0,Kanji
2824,23.99,使い方,Cara pakai,3,0.6666666666666666,0,Kanji
2825,23.96,頼る,Aku akan mengandalkanmu.,2,0.5,0,Kanji
2826,23.95,パー,Par.,2,0.0,0,Non-Kanji
2827,23.95,もはや,Tidak lagi.,3,0.0,1,Non-Kanji
2828,23.93,掛ける,Aku akan menyebutnya.,3,0.3333333333333333,0,Kanji
2829,23.92,源,Sumber,1,1.0,0,Kanji
2830,23.91,店舗,Ini toko.,2,1.0,0,Kanji
2831,23.91,大型,Besar,2,1.0,0,Kanji
2832,23.91,キリスト教,Kekristenan,5,0.2,1,Kanji
2833,23.9,ハイ,Hai.,2,0.0,0,Non-Kanji
2834,23.89,載せる,Pakailah.,3,0.3333333333333333,0,Kanji
2835,23.89,風呂,Mandi.,2,1.0,0,Kanji
2836,23.89,生み出す,Aku akan berhasil.,4,0.5,1,Kanji
2837,23.88,どっち,Aku tidak tahu.,3,0.0,1,Non-Kanji
2838,23.88,申し訳,Maafkan aku.,3,0.6666666666666666,0,Kanji
2839,23.87,安,Cucian,1,1.0,0,Kanji
2840,23.86,ふと,Itu terjadi begitu saja.,2,0.0,0,Non-Kanji
2841,23.84,回転,Rotasi,2,1.0,0,Kanji
2842,23.83,マイナス,Negatif,4,0.0,1,Non-Kanji
2843,23.82,チケット,Tiket.,4,0.0,1,Non-Kanji
2844,23.81,犠牲,Korban,2,1.0,0,Kanji
2845,23.81,暴力,Kekerasan,2,1.0,0,Kanji
2846,23.8,青,Biru,1,1.0,0,Kanji
2847,23.8,細胞,Sel,2,1.0,0,Kanji
2848,23.8,ことば,Kata,3,0.0,1,Non-Kanji
2849,23.78,ステージ,Panggung.,4,0.0,1,Non-Kanji
2850,23.78,はる,Ya.,2,0.0,0,Non-Kanji
2851,23.77,そる,Ya.,2,0.0,0,Non-Kanji
2852,23.77,ガイド,Panduan,3,0.0,1,Non-Kanji
2853,23.72,稼ぐ,Aku akan membuatnya.,2,0.5,0,Kanji
2854,23.7,広げる,Bukalah Lebar - Lebar,3,0.3333333333333333,0,Kanji
2855,23.69,バイク,Sepeda.,3,0.0,1,Non-Kanji
2856,23.69,知事,Gubernur.,2,1.0,0,Kanji
2857,23.68,勧め,REQUIREMEN,2,0.5,0,Kanji
2858,23.67,起業,Startup,2,1.0,0,Kanji
2859,23.67,ロボット,Robot,4,0.0,1,Non-Kanji
2860,23.65,戦闘,Pertempuran,2,1.0,0,Kanji
2861,23.64,とこ,Ayo.,2,0.0,0,Non-Kanji
2862,23.64,たった,Hanya saja...,3,0.0,1,Non-Kanji
2863,23.63,１０月,Oktober,3,0.3333333333333333,0,Kanji
2864,23.59,聖書,1 / 2,2,1.0,0,Kanji
2865,23.59,しいる,Saya lakukan.,3,0.0,1,Non-Kanji
2866,23.58,一気に,Semua sekaligus.,3,0.6666666666666666,0,Kanji
2867,23.57,移行,Transisi,2,1.0,0,Kanji
2868,23.55,はじめて,Untuk pertama kalinya.,4,0.0,1,Non-Kanji
2869,23.55,正,Kanan,1,1.0,0,Kanji
2870,23.55,生かす,Biarkan dia hidup.,3,0.3333333333333333,0,Kanji
2871,23.54,成績,Kelas,2,1.0,0,Kanji
2872,23.53,通す,Mari kita pergi.,2,0.5,0,Kanji
2873,23.51,お茶,{Y: i} Teh,2,0.5,0,Kanji
2874,23.51,保つ,Simpan,2,0.5,0,Kanji
2875,23.49,同じく,Sama.,3,0.3333333333333333,0,Kanji
2876,23.49,勝負,Bertarung.,2,1.0,0,Kanji
2877,23.48,翌日,Keesokan harinya.,2,1.0,0,Kanji
2878,23.47,票,Pilih,1,1.0,0,Kanji
2879,23.46,直後,Setelah itu.,2,1.0,0,Kanji
2880,23.45,左右,Kiri dan kanan,2,1.0,0,Kanji
2881,23.44,やがて,(Tawa),3,0.0,1,Non-Kanji
2882,23.42,決勝,Final,2,1.0,0,Kanji
2883,23.42,所属,Aku miliknya.,2,1.0,0,Kanji
2884,23.41,演じる,Aku akan melakukannya.,3,0.3333333333333333,0,Kanji
2885,23.4,恥ずかしい,Ini memalukan.,5,0.2,1,Kanji
2886,23.4,キャラ,Karakter,3,0.0,1,Non-Kanji
2887,23.4,面倒,Itu menggangguku.,2,1.0,0,Kanji
2888,23.4,奪う,Aku akan mengambilnya darimu.,2,0.5,0,Kanji
2889,23.38,測定,Mengukur,2,1.0,0,Kanji
2890,23.37,千葉,Cygnus,2,1.0,0,Kanji
2891,23.34,ブック,Buku,3,0.0,1,Non-Kanji
2892,23.34,ダイエット,Diet,5,0.0,1,Non-Kanji
2893,23.33,提示,Presentasi,2,1.0,0,Kanji
2894,23.33,救う,Selamatkan dia.,2,0.5,0,Kanji
2895,23.32,弾,Balistik.,1,1.0,0,Kanji
2896,23.31,リング,Cincin,3,0.0,1,Non-Kanji
2897,23.3,材,Bahan,1,1.0,0,Kanji
2898,23.27,府,CENTRAL,1,1.0,0,Kanji
2899,23.25,あんまり,Tidak juga.,4,0.0,1,Non-Kanji
2900,23.25,帯,Band,1,1.0,0,Kanji
2901,23.23,たまたま,Ini kebetulan.,4,0.0,1,Non-Kanji
2902,23.22,ベッド,Tidur.,3,0.0,1,Non-Kanji
2903,23.2,基盤,Foundation,2,1.0,0,Kanji
2904,23.16,ものすごい,"Oh, Tuhan.",5,0.0,1,Non-Kanji
2905,23.16,見学,Kunjungan,2,1.0,0,Kanji
2906,23.16,応募,Aplikasi,2,1.0,0,Kanji
2907,23.15,ファ,Fa,2,0.0,0,Non-Kanji
2908,23.14,枠,Bingkai,1,1.0,0,Kanji
2909,23.12,厚生,Jaga dia.,2,1.0,0,Kanji
2910,23.11,Ｃ,C,1,0.0,0,Non-Kanji
2911,23.11,配置,Perataan,2,1.0,0,Kanji
2912,23.11,道具,Alat.,2,1.0,0,Kanji
2913,23.1,ＣＤ,CD,2,0.0,0,Non-Kanji
2914,23.1,刑事,Detektif.,2,1.0,0,Kanji
2915,23.09,勢い,Rutin,2,0.5,0,Kanji
2916,23.09,Ｓ,S,1,0.0,0,Non-Kanji
2917,23.08,戻す,Letakkan kembali.,2,0.5,0,Kanji
2918,23.08,対立,Konfrontasi,2,1.0,0,Kanji
2919,23.08,散歩,Jalan-jalan.,2,1.0,0,Kanji
2920,23.08,とれる,Aku bisa mendapatkannya.,3,0.0,1,Non-Kanji
2921,23.06,症状,Gejala,2,1.0,0,Kanji
2922,23.06,入院,Rumah Sakit,2,1.0,0,Kanji
2923,23.05,教員,Guru.,2,1.0,0,Kanji
2924,23.04,キーワード,Kata Kunci,5,0.0,1,Non-Kanji
2925,23.01,中学,SMP.,2,1.0,0,Kanji
2926,22.97,表面,Permukaan,2,1.0,0,Kanji
2927,22.97,情勢,22 / 7,2,1.0,0,Kanji
2928,22.97,広島,Hiroshima,2,1.0,0,Kanji
2929,22.96,列,Kolom,1,1.0,0,Kanji
2930,22.95,腹,Perut.,1,1.0,0,Kanji
2931,22.93,玉,Balls.,1,1.0,0,Kanji
2932,22.89,レビュー,Tinjau,4,0.0,1,Non-Kanji
2933,22.88,学会,Akademi.,2,1.0,0,Kanji
2934,22.87,ニーズ,Perlu,3,0.0,1,Non-Kanji
2935,22.87,シンプル,Sederhana,4,0.0,1,Non-Kanji
2936,22.87,総会,Majelis Umum,2,1.0,0,Kanji
2937,22.86,それに,Dan...,3,0.0,1,Non-Kanji
2938,22.86,うえ,Wow.,2,0.0,0,Non-Kanji
2939,22.86,通,Lewat.,1,1.0,0,Kanji
2940,22.86,銘柄,Sebuah merek.,2,1.0,0,Kanji
2941,22.85,数学,Matematika,2,1.0,0,Kanji
2942,22.84,土曜日,Sabtu,3,1.0,0,Kanji
2943,22.82,民,Rakyat,1,1.0,0,Kanji
2944,22.82,やら,Lakukan.,2,0.0,0,Non-Kanji
2945,22.82,承認,Persetujuan,2,1.0,0,Kanji
2946,22.81,なんとなく,Aku tidak tahu.,5,0.0,1,Non-Kanji
2947,22.8,下記,Bawah,2,1.0,0,Kanji
2948,22.8,侵害,Invasi.,2,1.0,0,Kanji
2949,22.8,増,Meningkatkan,1,1.0,0,Kanji
2950,22.8,受賞,Penghargaan,2,1.0,0,Kanji
2951,22.8,痛み,Sakit,2,0.5,0,Kanji
2952,22.79,赤字,VOICE,2,1.0,0,Kanji
2953,22.79,公,PRIVILEGE,1,1.0,0,Kanji
2954,22.78,見かける,Aku melihatnya.,4,0.25,1,Kanji
2955,22.77,腰,Pinggang.,1,1.0,0,Kanji
2956,22.76,お世話,Itu bukan urusanmu.,3,0.6666666666666666,0,Kanji
2957,22.76,にかけて,Silakan duduk.,4,0.0,1,Non-Kanji
2958,22.74,次々,Satu demi satu.,2,0.5,0,Kanji
2959,22.72,加工,Memproses,2,1.0,0,Kanji
2960,22.72,中村,Nakamura,2,1.0,0,Kanji
2961,22.71,書店,Toko Buku,2,1.0,0,Kanji
2962,22.7,こる,"Oh, sial.",2,0.0,0,Non-Kanji
2963,22.69,緩和,Lega,2,1.0,0,Kanji
2964,22.68,マイ,Mai.,2,0.0,0,Non-Kanji
2965,22.67,眠る,Tidur.,2,0.5,0,Kanji
2966,22.66,ジャンル,Aliran,4,0.0,1,Non-Kanji
2967,22.65,プラン,Rencana.,3,0.0,1,Non-Kanji
2968,22.65,お気に入り,Kesukaanku.,5,0.4,1,Kanji
2969,22.64,本当は,Sebenarnya...,3,0.6666666666666666,0,Kanji
2970,22.63,個性,Pribadi,2,1.0,0,Kanji
2971,22.62,作戦,Operasi.,2,1.0,0,Kanji
2972,22.6,指揮,Pak.,2,1.0,0,Kanji
2973,22.6,技,Keterampilan,1,1.0,0,Kanji
2974,22.6,たまに,Kadang-kadang.,3,0.0,1,Non-Kanji
2975,22.58,たま,Sekali-sekali.,2,0.0,0,Non-Kanji
2976,22.57,誤解,Salah paham,2,1.0,0,Kanji
2977,22.57,偶然,Ini kebetulan.,2,1.0,0,Kanji
2978,22.57,群,Grup,1,1.0,0,Kanji
2979,22.54,少々,Sedikit.,2,0.5,0,Kanji
2980,22.53,しく,Shh.,2,0.0,0,Non-Kanji
2981,22.52,高まる,Meningkatkan,3,0.3333333333333333,1,Kanji
2982,22.52,ショック,Shock.,4,0.0,1,Non-Kanji
2983,22.48,かう,Itu benar.,2,0.0,0,Non-Kanji
2984,22.45,確信,Keyakinan,2,1.0,0,Kanji
2985,22.44,祈る,Berdoa,2,0.5,0,Kanji
2986,22.43,意志,Will.,2,1.0,0,Kanji
2987,22.42,ほる,Ya.,2,0.0,0,Non-Kanji
2988,22.42,捉える,Aku akan menangkapnya.,3,0.3333333333333333,1,Kanji
2989,22.4,知,Tahu.,1,1.0,0,Kanji
2990,22.4,シート,Lembaran,3,0.0,1,Non-Kanji
2991,22.39,休む,Beristirahatlah.,2,0.5,0,Kanji
2992,22.37,高校生,Anak SMA.,3,1.0,0,Kanji
2993,22.35,きれる,Aku akan mendapatkannya.,3,0.0,1,Non-Kanji
2994,22.34,１２月,Desember,3,0.3333333333333333,1,Kanji
2995,22.34,パス,Path,2,0.0,0,Non-Kanji
2996,22.33,ログ,Log,2,0.0,0,Non-Kanji
2997,22.29,カフェ,Cafe,3,0.0,1,Non-Kanji
2998,22.27,暮らし,Hidup.,3,0.3333333333333333,1,Kanji
2999,22.27,勇気,Keberanian,2,1.0,0,Kanji
3000,22.27,｀,Ini hanya masalah waktu.,1,0.0,0,Non-Kanji
3001,22.25,カテゴリー,Kategori,5,0.0,1,Non-Kanji
3002,22.25,売買,Perdagangan,2,1.0,0,Kanji
3003,22.24,公演,"Ayo, ayo, ayo, ayo, ayo, ayo, ayo.",2,1.0,0,Kanji
3004,22.24,画,Gambar,1,1.0,0,Kanji
3005,22.19,制御,Kontrol,2,1.0,0,Kanji
3006,22.18,食べ物,Makanan.,3,0.6666666666666666,0,Kanji
3007,22.18,尋ねる,Tanya,3,0.3333333333333333,1,Kanji
3008,22.17,にて,Ayo.,2,0.0,0,Non-Kanji
3009,22.15,キリスト,Kristus,4,0.0,1,Non-Kanji
3010,22.14,レッスン,Pelajaran,4,0.0,1,Non-Kanji
3011,22.13,法則,Hukum,2,1.0,0,Kanji
3012,22.12,作者,Penulis,2,1.0,0,Kanji
3013,22.12,メリット,Keuntungan,4,0.0,1,Non-Kanji
3014,22.09,文句,Itu tidak adil.,2,1.0,0,Kanji
3015,22.08,馬鹿,Kau idiot.,2,1.0,0,Kanji
3016,22.08,生まれ,Lahir.,3,0.3333333333333333,1,Kanji
3017,22.08,失礼,Permisi.,2,1.0,0,Kanji
3018,22.05,博物館,Museum,3,1.0,0,Kanji
3019,22.03,神社,Kuil.,2,1.0,0,Kanji
3020,22.03,予防,Pencegahan,2,1.0,0,Kanji
3021,22.03,正当,Dapat dibenarkan,2,1.0,0,Kanji
3022,22.02,データベース,Basis Data,6,0.0,1,Non-Kanji
3023,22.02,レス,Les.,2,0.0,0,Non-Kanji
3024,22.01,うん,Ya.,2,0.0,0,Non-Kanji
3025,22.01,実家,Rumah.,2,1.0,0,Kanji
3026,21.99,活性,Aktif.,2,1.0,0,Kanji
3027,21.99,受信,Diterima,2,1.0,0,Kanji
3028,21.98,山本,Yamamoto,2,1.0,0,Kanji
3029,21.97,自主,Pertahanan diri.,2,1.0,0,Kanji
3030,21.96,アンケート,Marginal,5,0.0,1,Non-Kanji
3031,21.96,確率,Probabilitas,2,1.0,0,Kanji
3032,21.95,表明,Ekspresi,2,1.0,0,Kanji
3033,21.94,美術館,Museum.,3,1.0,0,Kanji
3034,21.93,解消,Dilarutkan,2,1.0,0,Kanji
3035,21.92,オフィス,Kantor,4,0.0,1,Non-Kanji
3036,21.92,座,Duduk.,1,1.0,0,Kanji
3037,21.91,苦手,Aku tidak menyukainya.,2,1.0,0,Kanji
3038,21.91,爆発,Bahan Peledak,2,1.0,0,Kanji
3039,21.9,欧米,Eropa Barat dan Amerika Serikat.,2,1.0,0,Kanji
3040,21.9,肌,Kulit,1,1.0,0,Kanji
3041,21.89,信仰,IMAN,2,1.0,0,Kanji
3042,21.88,タイミング,Waktu,5,0.0,1,Non-Kanji
3043,21.88,現行,Sekarang,2,1.0,0,Kanji
3044,21.87,降りる,Keluar.,3,0.3333333333333333,1,Kanji
3045,21.86,解放,Pembebasan.,2,1.0,0,Kanji
3046,21.86,カバー,Tutup,3,0.0,1,Non-Kanji
3047,21.75,ペ,Pe.,1,0.0,0,Non-Kanji
3048,21.75,発電,Daya,2,1.0,0,Kanji
3049,21.73,カット,"Cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut, cut,",3,0.0,1,Non-Kanji
3050,21.71,デモ,Demonstrasi,2,0.0,0,Non-Kanji
3051,21.7,損害,Kerusakan,2,1.0,0,Kanji
3052,21.68,小学生,Aku di sekolah dasar.,3,1.0,0,Kanji
3053,21.68,判る,Aku tahu.,2,0.5,0,Kanji
3054,21.67,取り組み,Strategi,4,0.5,1,Kanji
3055,21.67,満たす,Isi,3,0.3333333333333333,1,Kanji
3056,21.66,トレーニング,Pelatihan,6,0.0,1,Non-Kanji
3057,21.66,アフリカ,AFRIKA,4,0.0,1,Non-Kanji
3058,21.65,踊る,Menari.,2,0.5,0,Kanji
3059,21.64,悪,Jahat.,1,1.0,0,Kanji
3060,21.63,妹,Suster.,1,1.0,0,Kanji
3061,21.63,競馬,Balapan kuda.,2,1.0,0,Kanji
3062,21.63,運命,Takdir.,2,1.0,0,Kanji
3063,21.6,個々,Pribadi,2,0.5,0,Kanji
3064,21.6,噂,FAMILUS,1,1.0,0,Kanji
3065,21.59,コンピューター,Komputer,7,0.0,1,Non-Kanji
3066,21.59,３つ,Tiga.,2,0.0,0,Non-Kanji
3067,21.59,経費,Pengeluaran,2,1.0,0,Kanji
3068,21.59,アル,Al.,2,0.0,0,Non-Kanji
3069,21.58,招く,Aku akan mengundangmu masuk.,2,0.5,0,Kanji
3070,21.58,ええ,Ya.,2,0.0,0,Non-Kanji
3071,21.57,本書,Buku,2,1.0,0,Kanji
3072,21.57,週刊,Mingguan,2,1.0,0,Kanji
3073,21.57,建てる,Bangunan,3,0.3333333333333333,1,Kanji
3074,21.55,原,Asli,1,1.0,0,Kanji
3075,21.55,仕様,Definisi,2,1.0,0,Kanji
3076,21.55,マンガ,Sebuah buku komik.,3,0.0,1,Non-Kanji
3077,21.54,園,Taman,1,1.0,0,Kanji
3078,21.54,電力,Daya,2,1.0,0,Kanji
3079,21.52,オフ,Mati,2,0.0,0,Non-Kanji
3080,21.51,発達,Development,2,1.0,0,Kanji
3081,21.51,来,Ayo.,1,1.0,0,Kanji
3082,21.49,矛盾,Kontras,2,1.0,0,Kanji
3083,21.48,ハウス,Rumah,3,0.0,1,Non-Kanji
3084,21.48,性能,Efisien,2,1.0,0,Kanji
3085,21.48,立派,Bagus.,2,1.0,0,Kanji
3086,21.45,役員,Petugas.,2,1.0,0,Kanji
3087,21.45,大いに,Bagus.,3,0.3333333333333333,1,Kanji
3088,21.44,影,Bayangan,1,1.0,0,Kanji
3089,21.44,象徴,Simbol,2,1.0,0,Kanji
3090,21.44,性質,Alam,2,1.0,0,Kanji
3091,21.43,送信,Kirim,2,1.0,0,Kanji
3092,21.43,勝,Kita menang.,1,1.0,0,Kanji
3093,21.42,わが国,Negara kita.,3,0.3333333333333333,1,Kanji
3094,21.4,あえて,Aku menantangmu.,3,0.0,1,Non-Kanji
3095,21.39,あー,Uh...,2,0.0,0,Non-Kanji
3096,21.39,上手,Bagus.,2,1.0,0,Kanji
3097,21.38,圧力,Tekanan,2,1.0,0,Kanji
3098,21.37,風邪,Flu.,2,1.0,0,Kanji
3099,21.36,アウト,Keluar.,3,0.0,1,Non-Kanji
3100,21.35,スキル,Keterampilan,3,0.0,1,Non-Kanji
3101,21.33,得意,Aku hebat dalam hal itu.,2,1.0,0,Kanji
3102,21.31,温度,Temperatur,2,1.0,0,Kanji
3103,21.3,初心者,Pemula,3,1.0,0,Kanji
3104,21.3,一生懸命,Aku bekerja keras.,4,1.0,0,Kanji
3105,21.29,香港,Hong Kong,2,1.0,0,Kanji
3106,21.28,急ぐ,Cepat.,2,0.5,0,Kanji
3107,21.28,必死,Aku putus asa.,2,1.0,0,Kanji
3108,21.27,ラーメン,ramen.,4,0.0,1,Non-Kanji
3109,21.27,わざわざ,Tidak apa-apa.,4,0.0,1,Non-Kanji
3110,21.25,そうすると,Itulah yang akan kulakukan.,5,0.0,1,Non-Kanji
3111,21.24,ゴミ,Sampah.,2,0.0,0,Non-Kanji
3112,21.24,ギター,Gitar,3,0.0,1,Non-Kanji
3113,21.24,だける,Tidak apa-apa.,3,0.0,1,Non-Kanji
3114,21.24,具合,Bagaimana perasaanmu?,2,1.0,0,Kanji
